,r_5,r_9,r_12,r_177,r_180,r_181,r_182,r_183,r_184,r_187,r_190,r_194,r_195,r_199,r_241,r_242,label,pred
6155,0,4344,19,8,6561,0,0,0,0,0,31,31,0,0,26655336728,5118922616,0,0
11044,0,4347,24,82,6567,0,0,0,0,0,32,32,0,0,2.5481E+11,1.89489E+11,0,0
23000,0,4348,27,117,6491,0,0,0,0,0,30,30,0,0,1.85873E+11,43093418585,0,0
29153,0,4362,24,7,6588,0,0,0,0,0,29,29,0,0,28147964074,4430894857,0,0
28783,0,4364,23,93,6606,0,0,0,0,0,31,31,0,0,2.98543E+11,1.86506E+11,0,0
3501,0,4370,25,9,6542,0,0,0,0,0,28,28,0,0,18570662169,4025993280,0,0
60220,0,4370,27,103,6485,0,0,0,0,0,30,30,0,0,1.66515E+11,82916335782,0,0
54219,0,4384,32,118,6553,0,0,0,0,0,28,28,0,0,1.99579E+11,51268571174,0,0
4931,0,4388,23,38,6523,0,0,0,0,0,28,28,0,0,1.04698E+11,37631278557,0,0
35882,0,4388,23,49,6556,0,0,0,0,0,28,28,0,0,88367450241,37512126507,0,0
16114,0,4388,23,86,6565,0,0,0,0,0,31,31,0,0,2.57644E+11,1.94293E+11,0,0
29547,0,4388,23,37,6536,0,0,0,0,0,28,28,0,0,93800376993,33854699294,0,0
21906,0,4389,23,84,6543,0,0,0,0,0,33,33,0,0,2.48562E+11,1.71879E+11,0,0
43136,0,4391,23,112,6595,0,0,0,0,0,28,28,0,0,4.02962E+11,2.33082E+11,0,0
30049,0,4392,19,8,6553,0,0,0,0,0,30,30,0,0,25736405506,6127426930,0,0
37575,0,4394,17,62,6583,0,0,0,0,0,26,26,0,0,1.02314E+11,90751959020,0,0
27514,0,4398,34,10,6487,0,0,0,0,0,32,32,0,0,26606540522,4653322101,0,0
7607,0,4408,22,10,6510,0,0,0,0,0,31,31,0,0,29692331184,8156347597,0,0
29155,0,4410,24,7,6588,0,0,0,0,0,29,29,0,0,28147964074,4430894857,0,0
6018,0,4410,22,56,6562,0,0,0,0,0,26,26,0,0,1.49024E+11,41084426041,0,0
2051,0,4411,3,23,6557,0,0,0,0,0,29,29,0,0,69519392902,1082645843,0,0
16115,0,4412,23,86,6565,0,0,0,0,0,31,31,0,0,2.59526E+11,1.95656E+11,0,0
35883,0,4412,23,49,6556,0,0,0,0,0,27,27,0,0,88767153472,37694968820,0,0
22308,0,4412,25,25,6548,0,0,0,0,0,27,27,0,0,75713826418,29417784096,0,0
21907,0,4413,23,85,6543,0,0,0,0,0,33,33,0,0,2.50472E+11,1.74634E+11,0,0
19551,0,4422,34,11,6525,0,0,0,0,0,32,32,0,0,25789559287,7425077030,0,0
27515,0,4422,34,10,6487,0,0,0,0,0,32,32,0,0,26606616786,4653322101,0,0
26652,0,4425,31,33,6540,0,0,0,0,0,26,26,0,0,89787128608,53617996660,0,0
3156,0,4434,7,229,6511,0,0,0,0,0,31,31,0,0,3.20918E+11,27662925338,0,0
13228,0,4434,24,6,6530,0,0,0,0,0,29,29,0,0,25656241736,5494786465,0,0
16116,0,4436,23,87,6565,0,0,0,0,0,32,32,0,0,2.61344E+11,1.97347E+11,0,0
29549,0,4436,23,38,6536,0,0,0,0,0,28,28,0,0,94652191900,34253985698,0,0
4170,0,4442,23,86,6421,0,0,0,0,0,32,32,0,0,2.66414E+11,1.90235E+11,0,0
10503,0,4449,17,14,6561,0,0,0,0,0,32,32,0,0,33984473594,4405643177,0,0
7609,0,4456,22,10,6510,0,0,0,0,0,31,31,0,0,29692331184,8156347597,0,0
33602,0,4459,4,10,6559,0,0,0,0,0,32,32,0,0,14544486348,2878703670,0,0
35303,0,4460,25,83,6584,0,0,0,0,0,33,33,0,0,2.53976E+11,1.83847E+11,0,0
12717,0,4461,22,67,6561,0,0,0,0,0,28,28,0,0,1.32763E+11,35386707508,0,0
25374,0,4462,18,59,6573,0,0,0,0,0,28,28,0,0,2.18363E+11,1.07909E+11,0,0
4171,0,4466,23,87,6421,0,0,0,0,0,33,33,0,0,2.68505E+11,1.91953E+11,0,0
19737,0,4466,28,105,6574,0,0,0,0,0,28,28,0,0,1.55578E+11,67276496677,0,0
11049,0,4467,24,86,6567,0,0,0,0,0,32,32,0,0,2.65057E+11,1.97456E+11,0,0
32284,0,4468,25,9,6550,0,0,0,0,0,29,29,0,0,18312601510,3974513616,0,0
27517,0,4470,34,10,6487,0,0,0,0,0,32,32,0,0,26606781642,4653322101,0,0
29158,0,4482,24,7,6588,0,0,0,0,0,29,29,0,0,28147964074,4430894857,0,0
6021,0,4482,22,57,6562,0,0,0,0,0,26,26,0,0,1.53344E+11,41688237486,0,0
2054,0,4483,3,23,6557,0,0,0,0,0,30,30,0,0,69582967358,1099108515,0,0
35886,0,4484,23,50,6556,0,0,0,0,0,27,27,0,0,89963934838,38378841911,0,0
4935,0,4484,23,39,6523,0,0,0,0,0,28,28,0,0,1.06242E+11,38561979528,0,0
35304,0,4484,25,84,6584,0,0,0,0,0,33,33,0,0,2.55883E+11,1.85171E+11,0,0
28788,0,4484,23,97,6606,0,0,0,0,0,30,30,0,0,3.08739E+11,1.9335E+11,0,0
42583,0,4484,22,48,6535,0,0,0,0,0,28,28,0,0,1.00015E+11,72080144203,0,0
29551,0,4484,23,38,6536,0,0,0,0,0,28,28,0,0,95500151652,34671404890,0,0
12718,0,4485,22,67,6561,0,0,0,0,0,28,28,0,0,1.33162E+11,35588410182,0,0
21910,0,4485,23,88,6543,0,0,0,0,0,33,33,0,0,2.56231E+11,1.80649E+11,0,0
23993,0,4488,20,167,6506,0,0,0,0,0,39,39,0,0,6.16351E+11,3.35275E+11,0,0
4172,0,4490,23,88,6421,0,0,0,0,0,32,32,0,0,2.70824E+11,1.93609E+11,0,0
14150,0,4493,28,2,6500,0,0,0,0,0,29,29,0,0,7691651549,1.21082E+11,0,0
26655,0,4497,31,34,6540,0,0,0,0,0,26,26,0,0,90906802989,54407658115,0,0
31700,0,4499,16,8,6514,0,0,0,0,0,31,31,0,0,25373843488,4554763036,0,0
15759,0,4502,23,4,6552,0,0,0,0,0,28,28,0,0,4352817192,5070072932,0,0
29159,0,4506,24,7,6588,0,0,0,0,0,29,29,0,0,28147964074,4430894857,0,0
42584,0,4508,22,48,6535,0,0,0,0,0,28,28,0,0,1.0058E+11,72318042477,0,0
25376,0,4510,18,60,6573,0,0,0,0,0,28,28,0,0,2.20514E+11,1.09104E+11,0,0
31701,0,4523,16,8,6514,0,0,0,0,0,31,31,0,0,25373843488,4554763036,0,0
13232,0,4530,24,6,6530,0,0,0,0,0,29,29,0,0,25656241736,5494786465,0,0
6023,0,4530,22,58,6562,0,0,0,0,0,27,27,0,0,1.56312E+11,42098510302,0,0
33605,0,4531,4,10,6559,0,0,0,0,0,32,32,0,0,14649189564,2878795878,0,0
42585,0,4532,22,48,6535,0,0,0,0,0,29,29,0,0,1.01148E+11,72569889415,0,0
43671,0,4532,23,36,6547,0,0,0,0,0,29,29,0,0,1.05033E+11,33843540025,0,0
4937,0,4532,23,39,6523,0,0,0,0,0,28,28,0,0,1.07054E+11,38995246511,0,0
35888,0,4532,23,51,6556,0,0,0,0,0,28,28,0,0,90817317640,38840762822,0,0
12177,0,4533,22,39,6521,0,0,0,0,0,28,28,0,0,84947015674,43570553696,0,0
25377,0,4534,18,60,6573,0,0,0,0,0,28,28,0,0,2.21606E+11,1.0971E+11,0,0
6163,0,4536,19,8,6561,0,0,0,0,0,32,32,0,0,26655336728,5118922616,0,0
60227,0,4538,27,106,6485,0,0,0,0,0,30,30,0,0,1.70567E+11,84244634887,0,0
14152,0,4541,28,2,6500,0,0,0,0,0,29,29,0,0,7691651549,1.21082E+11,0,0
26657,0,4545,31,34,6540,0,0,0,0,0,27,27,0,0,91750408108,54949426561,0,0
31702,0,4547,16,8,6514,0,0,0,0,0,29,29,0,0,25373843488,4554763036,0,0
54226,0,4550,32,125,6553,0,0,0,0,0,28,28,0,0,2.20569E+11,53214238614,0,0
15761,0,4550,23,4,6552,0,0,0,0,0,28,28,0,0,4352912392,5070072932,0,0
13233,0,4554,24,6,6530,0,0,0,0,0,29,29,0,0,25656241736,5494786465,0,0
4938,0,4556,23,39,6523,0,0,0,0,0,29,29,0,0,1.07481E+11,39271834513,0,0
22314,0,4556,25,26,6548,0,0,0,0,0,28,28,0,0,78332418479,30623770571,0,0
12178,0,4557,22,39,6521,0,0,0,0,0,28,28,0,0,85341212559,43800226666,0,0
60228,0,4562,27,106.5,6485,0,0,0,0,0,30,30,0,0,1.71096E+11,84532973034,0,0
11053,0,4563,24,90,6567,0,0,0,0,0,33,33,0,0,2.74359E+11,2.03804E+11,0,0
27521,0,4566,34,10,6487,0,0,0,0,0,31,31,0,0,26607236386,4653322101,0,0
54227,0,4574,32,126,6553,0,0,0,0,0,28,28,0,0,2.24425E+11,53439076210,0,0
7614,0,4576,22,10,6510,0,0,0,0,0,31,31,0,0,29692331184,8156347597,0,0
33607,0,4579,4,10,6559,0,0,0,0,0,32,32,0,0,14725183612,2878815846,0,0
42587,0,4580,22,49,6535,0,0,0,0,0,29,29,0,0,1.02244E+11,73088856546,0,0
28792,0,4580,23,100,6606,0,0,0,0,0,30,30,0,0,3.18128E+11,2.0076E+11,0,0
11054,0,4587,24,91,6567,0,0,0,0,0,33,33,0,0,2.76677E+11,2.05551E+11,0,0
19558,0,4590,34,11,6525,0,0,0,0,0,32,32,0,0,25828624615,7425096262,0,0
10509,0,4593,17,14,6561,0,0,0,0,0,33,33,0,0,34397121674,4405855409,0,0
54228,0,4598,32,127,6553,0,0,0,0,0,28,28,0,0,2.28191E+11,53694390705,0,0
12723,0,4605,22,69,6561,0,0,0,0,0,29,29,0,0,1.35263E+11,36757997661,0,0
21915,0,4605,23,93,6543,0,0,0,0,0,33,33,0,0,2.67453E+11,1.91234E+11,0,0
6166,0,4608,19,8,6561,0,0,0,0,0,32,32,0,0,26655336728,5118922616,0,0
3511,0,4610,25,10,6542,0,0,0,0,0,28,28,0,0,20426531369,4341571897,0,0
32290,0,4612,25,9,6550,0,0,0,0,0,29,29,0,0,19359016857,4143205218,0,0
27523,0,4614,34,10,6487,0,0,0,0,0,32,32,0,0,26607445026,4653322101,0,0
29164,0,4626,24,7,6588,0,0,0,0,0,29,29,0,0,28147964074,4430894857,0,0
29557,0,4628,23,39,6536,0,0,0,0,0,29,29,0,0,98333114730,35876069626,0,0
16124,0,4628,23,94,6565,0,0,0,0,0,31,31,0,0,2.76801E+11,2.10678E+11,0,0
12181,0,4629,22,40,6521,0,0,0,0,0,28,28,0,0,86649790954,44492147235,0,0
12724,0,4629,22,69,6561,0,0,0,0,0,29,29,0,0,1.35692E+11,36993806203,0,0
21916,0,4629,23,94,6543,0,0,0,0,0,33,33,0,0,2.70034E+11,1.93542E+11,0,0
43146,0,4631,23,117,6595,0,0,0,0,0,29,29,0,0,4.16754E+11,2.45556E+11,0,0
14156,0,4637,28,2,6500,0,0,0,0,0,29,29,0,0,7691655364,1.24832E+11,0,0
36926,0,4645,33,5,6503,0,0,0,0,0,29,29,0,0,2289687718,2066857795,0,0
4942,0,4652,23,40,6523,0,0,0,0,0,29,29,0,0,1.09237E+11,40257288455,0,0
25382,0,4654,18,62,6573,0,0,0,0,0,28,28,0,0,2.27319E+11,1.13117E+11,0,0
3513,0,4658,25,10,6542,0,0,0,0,0,28,28,0,0,20833337488,4416694498,0,0
11057,0,4659,24,93,6567,0,0,0,0,0,33,33,0,0,2.834E+11,2.10588E+11,0,0
14157,0,4661,28,2,6500,0,0,0,0,0,30,30,0,0,7691655364,1.24832E+11,0,0
19561,0,4662,34,11,6525,0,0,0,0,0,31,31,0,0,25843925159,7425096566,0,0
37651,0,4667,46,5,6544,0,0,0,0,0,28,28,0,0,2609207838,2782211729,0,0
15766,0,4670,23,4,6552,0,0,0,0,0,28,28,0,0,4353144280,5070072932,0,0
7618,0,4672,22,10,6510,0,0,0,0,0,30,30,0,0,29692331184,8156347597,0,0
33611,0,4675,4,10,6559,0,0,0,0,0,33,33,0,0,14884477820,2880463518,0,0
4943,0,4676,23,40,6523,0,0,0,0,0,28,28,0,0,1.09819E+11,40429959690,0,0
20147,0,4677,22,58,6565,0,0,0,0,0,27,27,0,0,1.51507E+11,34795580659,0,0
43148,0,4679,23,118,6595,0,0,0,0,0,30,30,0,0,4.19435E+11,2.47971E+11,0,0
42178,0,4680,36,5,6543,0,0,0,0,0,27,27,0,0,2448135440,2145313956,0,0
15767,0,4694,23,4,6552,0,0,0,0,0,29,29,0,0,4353192688,5070072932,0,0
7619,0,4696,22,10,6510,0,0,0,0,0,30,30,0,0,29692331184,8156347597,0,0
29167,0,4698,24,7,6588,0,0,0,0,0,29,29,0,0,28147964074,4430894857,0,0
13239,0,4698,24,6,6530,0,0,0,0,0,29,29,0,0,25656241736,5494786465,0,0
12727,0,4701,22,71,6561,0,0,0,0,0,29,29,0,0,1.37384E+11,37565347270,0,0
21919,0,4701,23,98,6543,0,0,0,0,0,33,33,0,0,2.77804E+11,2.00366E+11,0,0
12184,0,4701,22,41,6521,0,0,0,0,0,28,28,0,0,88264666283,45057096570,0,0
16547,0,4706,25,9,6574,0,0,0,0,0,27,27,0,0,20160690848,4474104110,0,0
11059,0,4707,24,96,6567,0,0,0,0,0,33,33,0,0,2.88348E+11,2.14468E+11,0,0
10514,0,4713,17,14,6561,0,0,0,0,0,33,33,0,0,34840325338,4420414025,0,0
37653,0,4715,46,5,6544,0,0,0,0,0,27,27,0,0,2701939303,2814218435,0,0
54233,0,4718,32,133,6553,0,0,0,0,0,29,29,0,0,2.46917E+11,55002724234,0,0
15768,0,4718,23,4,6552,0,0,0,0,0,29,29,0,0,4353240256,5070072932,0,0
3168,0,4722,7,248,6511,0,0,0,0,0,31,31,0,0,3.4483E+11,28847735978,0,0
33613,0,4723,4,11,6559,0,0,0,0,0,33,33,0,0,15030802044,2881062158,0,0
43679,0,4724,23,38,6547,0,0,0,0,0,29,29,0,0,1.09351E+11,35487760219,0,0
32078,0,4724,41,6,6528,0,0,0,0,0,29,29,0,0,12529028752,10160258552,0,0
60235,0,4730,27,109,6485,0,0,0,0,0,30,30,0,0,1.74536E+11,86506535957,0,0
27528,0,4734,34,10,6487,0,0,0,0,0,31,31,0,0,26607992386,4653322205,0,0
19564,0,4734,34,11,6525,0,0,0,0,0,30,30,0,0,25859669215,7425105790,0,0
10515,0,4737,17,14,6561,0,0,0,0,0,33,33,0,0,34929297450,4420417009,0,0
3169,0,4746,7,249,6511,0,0,0,0,0,31,31,0,0,3.46856E+11,28951925594,0,0
29169,0,4746,24,7,6588,0,0,0,0,0,29,29,0,0,28147964074,4430894857,0,0
33614,0,4747,4,11,6559,0,0,0,0,0,33,33,0,0,15270781628,2893685062,0,0
35897,0,4748,23,54,6556,0,0,0,0,0,28,28,0,0,95518210325,40384635452,0,0
28799,0,4748,23,108,6606,0,0,0,0,0,30,30,0,0,3.36061E+11,2.14253E+11,0,0
35315,0,4748,25,94,6584,0,0,0,0,0,34,34,0,0,2.78856E+11,2.00662E+11,0,0
20150,0,4749,22,59,6565,0,0,0,0,0,27,27,0,0,1.53338E+11,35153849818,0,0
21921,0,4749,23,101,6543,0,0,0,0,0,33,33,0,0,2.82259E+11,2.03906E+11,0,0
34939,0,4753,35,5,6520,0,0,0,0,0,26,26,0,0,2445881975,2076822551,0,0
4183,0,4754,23,100,6421,0,0,0,0,0,33,33,0,0,2.97401E+11,2.13314E+11,0,0
14161,0,4757,28,2,6500,0,0,0,0,0,29,29,0,0,7691655364,1.24832E+11,0,0
26666,0,4761,31,36,6540,0,0,0,0,0,28,28,0,0,95944676171,56963385316,0,0
13242,0,4770,24,6,6530,0,0,0,0,0,29,29,0,0,25656241736,5494786465,0,0
33615,0,4771,4,11,6559,0,0,0,0,0,33,33,0,0,15304323132,2893702606,0,0
29563,0,4772,23,41,6536,0,0,0,0,0,29,29,0,0,1.01769E+11,36694248127,0,0
4947,0,4772,23,41,6523,0,0,0,0,0,29,29,0,0,1.11808E+11,40940037087,0,0
42595,0,4772,22,51,6535,0,0,0,0,0,29,29,0,0,1.07174E+11,74652164976,0,0
12187,0,4773,22,42,6521,0,0,0,0,0,28,28,0,0,89809180300,45488960259,0,0
21922,0,4773,23,102,6543,0,0,0,0,0,33,33,0,0,2.84608E+11,2.05525E+11,0,0
19566,0,4782,34,11,6525,0,0,0,0,0,31,31,0,0,25870052015,7425117758,0,0
31712,0,4787,16,8,6514,0,0,0,0,0,32,32,0,0,25373843488,4554763036,0,0
15771,0,4790,23,4,6552,0,0,0,0,0,28,28,0,0,4353383768,5070072932,0,0
12188,0,4797,22,42,6521,0,0,0,0,0,28,28,0,0,90316178241,45626085249,0,0
6174,0,4800,19,8,6561,0,0,0,0,0,32,32,0,0,26655336728,5118922616,0,0
16551,0,4802,25,10,6574,0,0,0,0,0,27,27,0,0,20761315789,4573211281,0,0
19751,0,4802,28,111,6574,0,0,0,0,0,27,27,0,0,1.6292E+11,71103591292,0,0
19567,0,4806,34,11,6525,0,0,0,0,0,31,31,0,0,25875715799,7425117854,0,0
36933,0,4813,33,5,6503,0,0,0,0,0,28,28,0,0,2503023447,2126495419,0,0
42597,0,4820,22,52,6535,0,0,0,0,0,28,28,0,0,1.08332E+11,75033618755,0,0
22325,0,4820,25,28,6548,0,0,0,0,0,28,28,0,0,83902493939,32204753999,0,0
3520,0,4826,25,11,6542,0,0,0,0,0,27,27,0,0,21979139946,4579033868,0,0
32299,0,4828,25,10,6550,0,0,0,0,0,27,27,0,0,20791725838,4378812707,0,0
10519,0,4833,17,14,6561,0,0,0,0,0,32,32,0,0,35400215986,4680626105,0,0
36934,0,4837,33,5,6503,0,0,0,0,0,28,28,0,0,2525849980,2135333505,0,0
13245,0,4842,24,6,6530,0,0,0,0,0,29,29,0,0,25656241736,5494786465,0,0
33618,0,4843,4,11,6559,0,0,0,0,0,33,33,0,0,15445203876,2894498982,0,0
4950,0,4844,23,42,6523,0,0,0,0,0,29,29,0,0,1.13261E+11,41386788995,0,0
35901,0,4844,23,55,6556,0,0,0,0,0,28,28,0,0,97618546478,41169027578,0,0
29566,0,4844,23,42,6536,0,0,0,0,0,29,29,0,0,1.03452E+11,37073329686,0,0
21925,0,4845,23,107,6543,0,0,0,0,0,34,34,0,0,2.92414E+11,2.10836E+11,0,0
25390,0,4846,18,64,6573,0,0,0,0,0,28,28,0,0,2.36941E+11,1.19102E+11,0,0
11065,0,4847,24,104,6567,0,0,0,0,0,34,34,0,0,3.01005E+11,2.2381E+11,0,0
3521,0,4850,25,11,6542,0,0,0,0,0,27,27,0,0,22119043397,4595474325,0,0
16553,0,4850,25,10,6574,0,0,0,0,0,28,28,0,0,21012562068,4606734038,0,0
23021,0,4852,27,124,6491,0,0,0,0,0,30,30,0,0,1.95486E+11,48160605606,0,0
27533,0,4854,34,10,6487,0,0,0,0,0,32,32,0,0,26608593130,4653323029,0,0
10520,0,4857,17,15,6561,0,0,0,0,0,32,32,0,0,35506635474,4691572153,0,0
37659,0,4859,46,5,6544,0,0,0,0,0,28,28,0,0,3044695498,2915615885,0,0
6037,0,4866,22,66,6562,0,0,0,0,0,27,27,0,0,1.79157E+11,44911783297,0,0
2070,0,4867,3,24,6557,0,0,0,0,0,31,31,0,0,69582967358,1099108515,0,0
35320,0,4868,25,101,6584,0,0,0,0,0,34,34,0,0,2.8995E+11,2.08116E+11,0,0
42599,0,4868,22,53,6535,0,0,0,0,0,28,28,0,0,1.097E+11,75461673905,0,0
12734,0,4869,22,73,6561,0,0,0,0,0,29,29,0,0,1.41398E+11,39102622536,0,0
21926,0,4869,23,109,6543,0,0,0,0,0,33,33,0,0,2.95133E+11,2.12674E+11,0,0
12191,0,4869,22,43,6521,0,0,0,0,0,28,28,0,0,91874340256,46184667638,0,0
6177,0,4872,19,8,6561,0,0,0,0,0,32,32,0,0,26655336728,5118922616,0,0
34944,0,4873,35,5,6520,0,0,0,0,0,26,26,0,0,2699510676,2125149438,0,0
16554,0,4874,25,10,6574,0,0,0,0,0,27,27,0,0,21153678296,4628165989,0,0
3522,0,4874,25,11,6542,0,0,0,0,0,27,27,0,0,22248365840,4615821779,0,0
14166,0,4877,28,2,6500,0,0,0,0,0,30,30,0,0,7691659179,1.28582E+11,0,0
31716,0,4883,16,8,6514,0,0,0,0,0,31,31,0,0,25373843488,4554763036,0,0
29175,0,4890,24,7,6588,0,0,0,0,0,29,29,0,0,28147964074,4430894857,0,0
2071,0,4891,3,24,6557,0,0,0,0,0,31,31,0,0,69582990678,1099566030,0,0
12192,0,4893,22,43,6521,0,0,0,0,0,28,28,0,0,92430627980,46399302006,0,0
43157,0,4895,23,122,6595,0,0,0,0,0,30,30,0,0,4.31415E+11,2.58946E+11,0,0
42187,0,4896,36,5,6543,0,0,0,0,0,27,27,0,0,2792227149,2330440242,0,0
19755,0,4898,28,112,6574,0,0,0,0,0,27,27,0,0,1.64584E+11,72315340476,0,0
11067,0,4899,24,107,6567,0,0,0,0,0,33,33,0,0,3.05662E+11,2.27188E+11,0,0
23023,0,4900,27,125,6491,0,0,0,0,0,31,31,0,0,1.9619E+11,48428238329,0,0
36937,0,4909,33,5,6503,0,0,0,0,0,28,28,0,0,2583458748,2198501464,0,0
13248,0,4914,24,6,6530,0,0,0,0,0,29,29,0,0,25656241736,5494786465,0,0
2072,0,4915,3,24,6557,0,0,0,0,0,31,31,0,0,69582990678,1099566030,0,0
29569,0,4916,23,43,6536,0,0,0,0,0,29,29,0,0,1.05314E+11,37668496217,0,0
42601,0,4916,22,54,6535,0,0,0,0,0,29,29,0,0,1.11064E+11,75967188771,0,0
35322,0,4916,25,104,6584,0,0,0,0,0,34,34,0,0,2.94214E+11,2.1094E+11,0,0
22329,0,4916,25,29,6548,0,0,0,0,0,28,28,0,0,86239930119,32898320289,0,0
21928,0,4917,23,112,6543,0,0,0,0,0,33,33,0,0,2.998E+11,2.15948E+11,0,0
43158,0,4919,23,122,6595,0,0,0,0,0,29,29,0,0,4.32719E+11,2.60242E+11,0,0
42188,0,4920,36,5,6543,0,0,0,0,0,27,27,0,0,2810243334,2351418616,0,0
27536,0,4926,34,10,6487,0,0,0,0,0,31,31,0,0,26608914482,4653323077,0,0
10523,0,4929,17,15,6561,0,0,0,0,0,33,33,0,0,35694484978,4692448977,0,0
13249,0,4938,24,6,6530,0,0,0,0,0,29,29,0,0,25656241736,5494786465,0,0
2073,0,4939,3,24,6557,0,0,0,0,0,30,30,0,0,69582990678,1099566030,0,0
28807,0,4940,23,119,6606,0,0,0,0,0,30,30,0,0,3.53846E+11,2.26283E+11,0,0
12737,0,4941,22,75,6561,0,0,0,0,0,30,30,0,0,1.43139E+11,39834529330,0,0
43159,0,4943,23,123,6595,0,0,0,0,0,30,30,0,0,4.3394E+11,2.61479E+11,0,0
34947,0,4945,35,5,6520,0,0,0,0,0,26,26,0,0,2828008899,2195040365,0,0
3525,0,4946,25,11,6542,0,0,0,0,0,27,27,0,0,22627360396,4704288458,0,0
27537,0,4950,34,10,6487,0,0,0,0,0,31,31,0,0,26608992498,4653323077,0,0
15778,0,4958,23,5,6552,0,0,0,0,0,29,29,0,0,4353719896,5070072932,0,0
29178,0,4962,24,7,6588,0,0,0,0,0,29,29,0,0,28147964074,4430894857,0,0
13250,0,4962,24,6,6530,0,0,0,0,0,29,29,0,0,25656241736,5494786465,0,0
6041,0,4962,22,69,6562,0,0,0,0,0,27,27,0,0,1.85928E+11,45904479409,0,0
3178,0,4962,7,262,6511,0,0,0,0,0,30,30,0,0,3.63809E+11,29691556946,0,0
32088,0,4964,41,7,6528,0,0,0,0,0,29,29,0,0,13181131272,10160775200,0,0
35906,0,4964,23,57,6556,0,0,0,0,0,28,28,0,0,1.00555E+11,42272897195,0,0
12738,0,4965,22,75,6561,0,0,0,0,0,29,29,0,0,1.43645E+11,40112627675,0,0
12195,0,4965,22,44,6521,0,0,0,0,0,28,28,0,0,93863340402,47055127482,0,0
43160,0,4967,23,123,6595,0,0,0,0,0,29,29,0,0,4.3522E+11,2.62642E+11,0,0
35324,0,4968,25,107,6584,0,0,0,0,0,33,33,0,0,2.99082E+11,2.14101E+11,0,0
37599,0,4970,17,72,6583,0,0,0,0,0,27,27,0,0,1.16764E+11,1.02835E+11,0,0
11070,0,4971,24,111,6567,0,0,0,0,0,31,31,0,0,3.12489E+11,2.31816E+11,0,0
26675,0,4977,31,38,6540,0,0,0,0,0,27,27,0,0,1.00585E+11,58800192680,0,0
31720,0,4979,16,8,6514,0,0,0,0,0,31,31,0,0,25373843488,4554763036,0,0
15779,0,4982,23,5,6552,0,0,0,0,0,29,29,0,0,4353769312,5070072932,0,0
42604,0,4988,22,55,6535,0,0,0,0,0,28,28,0,0,1.1287E+11,76641795227,0,0
20160,0,4989,22,62,6565,0,0,0,0,0,27,27,0,0,1.595E+11,37070226510,0,0
16139,0,4992,23,112,6565,0,0,0,0,0,31,31,0,0,3.06793E+11,2.34789E+11,0,0
37600,0,4994,17,72,6583,0,0,0,0,0,27,27,0,0,1.17336E+11,1.04068E+11,0,0
3527,0,4994,25,11,6542,0,0,0,0,0,27,27,0,0,22891876444,4738274719,0,0
24014,0,4994,20,177,6506,0,0,0,0,0,40,40,0,0,6.47403E+11,3.6385E+11,0,0
26676,0,5001,31,38,6540,0,0,0,0,0,28,28,0,0,1.01145E+11,59056971264,0,0
31721,0,5003,16,8,6514,0,0,0,0,0,31,31,0,0,25373843488,4554763036,0,0
36941,0,5005,33,5,6503,0,0,0,0,0,28,28,0,0,2881774738,2288361761,0,0
54245,0,5006,32,148,6553,0,0,0,0,0,30,30,0,0,2.91662E+11,56581816927,0,0
42605,0,5012,22,55,6535,0,0,0,0,0,29,29,0,0,1.13547E+11,76894113264,0,0
6183,0,5016,19,8,6561,0,0,0,0,0,31,31,0,0,26655336728,5118922616,0,0
42192,0,5016,36,5,6543,0,0,0,0,0,27,27,0,0,2945298859,2446194923,0,0
19760,0,5018,28,114,6574,0,0,0,0,0,29,29,0,0,1.66753E+11,73674768165,0,0
37601,0,5018,17,73,6583,0,0,0,0,0,27,27,0,0,1.19276E+11,1.04887E+11,0,0
23028,0,5020,27,127,6491,0,0,0,0,0,30,30,0,0,1.9802E+11,48735464989,0,0
36942,0,5029,33,5,6503,0,0,0,0,0,28,28,0,0,2887438922,2298605633,0,0
15781,0,5030,23,5,6552,0,0,0,0,0,29,29,0,0,4353861864,5070072932,0,0
13253,0,5034,24,6,6530,0,0,0,0,0,29,29,0,0,25656241736,5494786465,0,0
43692,0,5036,23,41,6547,0,0,0,0,0,29,29,0,0,1.17211E+11,37656160104,0,0
42606,0,5036,22,55,6535,0,0,0,0,0,28,28,0,0,1.14164E+11,77146794813,0,0
32091,0,5036,41,7,6528,0,0,0,0,0,29,29,0,0,13315432104,10160929648,0,0
12741,0,5037,22,76,6561,0,0,0,0,0,30,30,0,0,1.45739E+11,41021761187,0,0
35327,0,5040,25,111,6584,0,0,0,0,0,33,33,0,0,3.05005E+11,2.18325E+11,0,0
16141,0,5040,23,114,6565,0,0,0,0,0,31,31,0,0,3.10286E+11,2.37569E+11,0,0
6184,0,5040,19,8,6561,0,0,0,0,0,31,31,0,0,26655336728,5118922616,0,0
19761,0,5042,28,115,6574,0,0,0,0,0,27,27,0,0,1.67265E+11,73839785267,0,0
37602,0,5042,17,73,6583,0,0,0,0,0,27,27,0,0,1.19277E+11,1.05868E+11,0,0
27541,0,5046,34,10,6487,0,0,0,0,0,32,32,0,0,26609372410,4653448808,0,0
26678,0,5049,31,39,6540,0,0,0,0,0,28,28,0,0,1.02303E+11,59614718209,0,0
37667,0,5051,46,5,6544,0,0,0,0,0,28,28,0,0,3319440739,3171194443,0,0
